year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url
2004,be,Belgium,Xandee,1 Life,22,,13,,22,7,,,,,,,Marc Paelinck,Dirk Paelinck,"Lift me up, take me down\nYou can turn my world around\nI can hear what people say\nIt doesn't matter anyway\n\nWe're not the same, but so much alike\nYou are my brother, my sister tonight\n\nWe got one life, living together\nIn one life, let us be free\nOne life, you take my troubles away\nLight up my day, yeah\n\nYou came here in the night\nTake the worries off your mind\nIn your eyes, beneath your skin\nI feel the pain you're in\n\nWe're not the same, but so much alike\nYou are my brother, my sister tonight\n\nWe got one life, living together\nIn one life, let us be free\nOne life, you take my troubles away\nLight up my day, yeah\n\nOne life, living together\nIn one life, let us be free\nOne life, you take my troubles away\nLight up my day",https://youtube.com/watch?v=w5mX3ecBtTI,
2004,ie,Ireland,Chris Doran,If My World Stopped Turning,22,,18,,22,7,,,,,,,Bryan McFadden,Jonathan Shorten,"I can see my future\nWhen I'm looking in your eyes\nAnd I can sense security\nJust by you bein' in my life\n\nI hear a voice inside my head\nSay you're an angel in disguise\nWithout you I feel hopeless\nWithout you I'm deprived\n\nI wish I could describe it\nAll the love I feel inside\nMaybe I can find the words\nThat will make you realise\n\nMy life seems near perfect\nWhen I've got you in my arms\n'Cause that's when I feel wholesome\nThat's when I'm with you\n\nAnd if my world stopped turning in the morning\nAnd if God should take this all away\nIf it all should stop without a warning\nThen I would still stand tall\n'Cause behind it all\nYou're the one who's made a winner out of me\n\nAll day I long to touch you\nAnd it comes as a surprise\nThat we spent so long apart\nEven more than I survived\n\nNow, if I'm speaking frankly\nThere's only one thing I can say\nIt's that I'm fallin' for you, baby\nFallin' further every day\n\nAnd if my world stopped turning in the morning\nAnd if God should take this all away\nIf it all should stop without a warning\nThen I would still stand tall\n'Cause behind it all\nYou're the one who's made a winner out of me\n\n(If my world stopped) turning in the morning\nIn the morning\n(And if God) should take this all away\nIf it all should stop without a warning\nThen I would still stand tall\n'Cause behind it all\nYou're the one who's made a winner out of me",https://youtube.com/watch?v=DpHuREDD798,
2004,no,Norway,Knut Anders Sørum,High,24,,3,,24,3,,,,,,,Lars Andersson;Thomas Thörnholm,Dan Attlerud,"I have tried every way\nTo get to the heart of your soul\n'Cause everything that you deny\nCould be there if you let me know\nI wanna heal every wound in you\nTo finally make you believe\n\nHigh, over the rain\nThere's still a sun that could ease all your pain\nI always try holding your heart\nBringing you high\n\nTry to make you see the light\nWhen sorrow grows deep in your mind\nAnd seize the day, not asking why\nThere is so much for you to find\nI wanna bring you the wings to fly\nTo never be broken again\n\nOh... high (high), over the rain (over the rain)\nThere's still a sun that could ease all your pain (ease all your pain)\nI always try (try), holding your heart (holding your heart)\nBringing you high (bringing you so high)\n\nI just wanna open your closing mind\nYour life can't be worth all your sacrifice\nThere is a light over you\nPlease let it through (let it through)\n\nHigh (high), over the rain (over the rain)\nThere's still a sun that could ease all your pain (ease all your pain)\nI always try (try), holding your heart (holding your heart)\nBringing you high (bringing you high)\nOh... (bringing you high)\n\nHigh (high), over the rain (over the rain)\nThere's still a sun that could ease all your pain (ease all your pain)\nI always try (try), holding your heart (holding your heart)\nBringing you high (bringing you high)\nBringing you high",https://youtube.com/watch?v=1_0JT8ne6_0,
2004,Estonia,Estonia,Neiokõsõ,Tii,25,0,,17,,,11,57,,,,,Glen Pilvre;Priit Pajusaar,Aapo Ilves,Esi hinnäst hummogu heräti\nKikkalauluga\nLätsi jäti vallalõ väräti\nTulku tõõsõ ka\n\nSaa-õi maada tii lätt jo edesi\nÜmbre mi õi lää\nHuug om sääne et sääl kon silmäpiir\nUmmi varbit nää\n\nOroviir mõtsatii ülõ jõõ ülõ mää\nTiiä-õi kohe tuu elo viil käänd\nOroviir mõtsatii ülõ jõõ ülõ mää\nTiiä-õi kohe tuu elo viil käänd\n\nEelä mi joht olli\nJa täämbä mi tulli\nJa hummõl mi jälki jo lää\nPääväkõ paistus\nJo kõgõ mi süämen\nJa egäl puul om miil jo hää\n\nTäämbä mi tulli\nMi olõ-õi ulli\nJa hummõl mi jälki jo lää\nPääväkõ paistus\nJo kõgõ mi süämen\nJa egäl puul om miil hää\n\nEsi hinnäst hummogu heräti\nKikkalauluga\nLätsi jäti vallalõ väräti\nTulku tõõsõ ka\n\nSaa-õi maada tii lätt jo edesi\nÜmbre mi õi lää\nHuug om sääne et sääl kon silmäpiir\nUmmi varbit nää\n\nEelä mi joht olli\nJa täämbä mi tulli\nJa hummõl mi jälki jo lää\nPääväkõ paistus\nJo kõgõ mi süämen\nJa egäl puul om miil jo hää\n\nTäämbä mi tulli\nMi olõ-õi ulli\nJa hummõl mi jälki jo lää\nPääväkõ paistus\nJo kõgõ mi süämen\nJa egäl puul om miil hää\n\nOroviir mõtsatii ülõ jõõ ülõ mää\nTiiä-õi kohe tuu elo viil käänd,https://youtube.com/watch?v=8gOwmmxQaho,
2004,Israel,Israel,David D'or,Le'ha'amin,25,0,,5,,,11,57,,,,,David D'or;Ofer Meiri,David D'or,"Lalalala... lalala lala...\nLalala lala... lalala la...\n\nLeha'amin\nLeha'amin bechol hatov sheba'olam haze\nLeha'amin\nLeha'amin sheyesh sikui od la'olam haze\n\nLeha'amin ba'ahava\nShelo avda lanu tikva\nLeha'amin\n\nTo have a dream\nTo have a dream that maybe one day\nWe can find the way\nTo have a dream\nTo have a dream that people help each other\nOn a cloudy day\n\nTo have a dream of you and me\nLiving together, feeling free\nTo have a dream of love\n\nTo have a dream\nTo have a dream\n\nLeha'amin\nLeha'amin bechol hatov sheba'olam haze\nI do believe\nI do believe that maybe one day\nWe can find the way\n\nI do believe that love will rise\nAnd shine again before our eyes\nI still believe in life\n\nLeha'amin\nLeha'amin\nLeha'amin\nLeha'amin\nLeha'amin",https://youtube.com/watch?v=5NrtXPjwLB4,
2004,Denmark,Denmark,Tomas Thordarson,Shame On You,27,0,,19,,,13,56,,,,,Ivar Lind Greiner,Iben Plesner,"(Nana nana nanana nana nana...)\n(Nana nana nanana nana na...)\n(Nanana nanana nana nana...)\n\nWe've been together for the longest time\nI always thought that I could read your mind\nBut lately we've been like two actors in a show\nAnd I wonder, where's the loving that we used to know?\n\nI hoped that everything would be all right\nThat you would be forever by my side\nBut all the feelings and the luck we used to share\nNow it seems to me it's gone and that you just don't care\n\nYou're my fire, you're my desire, shame on you\nCan't you see that we have gone too far?\nDon't you leave me, don't you deceive me, shame on you\nI just want to be where you are\n\nYou know I love you, though you cheat on me\nYou try to hide it, but it's plain to see\nMake up your mind, 'cause I can't take it anymore\nWon't you turn to me and tell me what you're waiting for?\n\nYou're my fire, you're my desire, shame on you\nCan't you see that we have gone too far?\nDon't you leave me, don't you deceive me, shame on you\nI just want to be where you are\n\n(Nana nana nanana nana nana...)\n(Nana nana nanana nana na...)\n(Nanana nanana nana nana...)\n\nYou're my fire, you're my desire, shame on you\nCan't you see that we have gone too far?\nDon't you leave me, don't you deceive me, shame on you\nI just want to be where you are\n\nYou're my fire, you're my desire, shame on you\nCan't you see that we have gone too far?\nDon't you leave me, don't you deceive me, shame on you\nI just want to be where you are\n\nYou're my fire, you're my desire, shame on you\nCan't you see that we have gone too far?\nDon't you leave me, don't you deceive me, shame on you\nI just want to be where you are",https://youtube.com/watch?v=RJ8ow0_GYBQ,
2004,Finland,Finland,Jari Sillanpää,Takes 2 To Tango,28,0,,1,,,14,51,,,,,Mika Toivanen,Jari Sillanpää,"Time to leave, time to feel\nHarp and horn, music's born\nTwo worlds meet\nHungry sharing a fantasy\n\nTail and wing, soon will swing\nDusk till dawn, let the show just begin\nIn a place where pardon stand\nGiving feast on sacred land\n\nThe angels and devils meet at night (Hallelujah!)\nThey dance, they caress each other holding on so tight\nThe angels and demons side by side (Hallelujah!)\nThey dance until morning light\nWhen nobody else is in sight\nTakes two to tango, tango\n\nPurified, justified\nTimes of lust (Times of lust)\nTimes of trust (Times of trust)\nPraising dark\nFor one moment in paradise\n\nPassion flows, eager grows\nTime runs out, it's the end of the show\nWhen the morning is at hand\nTime has come to show their stand\n\nThe angels and devils meet at night (Hallelujah!)\nThey dance, they caress each other holding on so tight\nThe angels and demons side by side (Hallelujah!)\nThey dance until morning light\nWhen nobody else is in sight\nTakes two to tango\n\nAngels falling, hear them calling\nDemons rising, they're disguising\nHearts are beating, secret meeting\nJust for the moment in love\n\nThe angels and devils meet at night (Ha..., ha..., hallelujah!)\nThey dance, they caress each other holding on so tight\nThe angels and demons side by side (Ha..., ha..., hallelujah!)\nThey dance until morning light\nWhen nobody else is in sight\nTakes two to tango!",https://youtube.com/watch?v=LRQgeLajKN4,
2004,Portugal,Portugal,Sofia,Foi Magia,29,0,,7,,,15,38,,,,,Paulo Neves,,"Eu não sei como foi\nNão sei o que me deu\nMas de repente lá estava eu\nFoi magia, foi magia\n\nE lá estavas tu\nA sorrir para mim\nEu nunca vi nada assim\nFoi magia, foi magia\n\nFoi magia\nQuando eu te toquei e o beijo que te dei\n(Foi magia) na-na-naquele dia\n(Foi magia) na-na-naquele dia\n\nFoi magia\nQuando eu te toquei e o beijo que te dei\n(Foi magia) na-na-naquele dia\n(Foi magia) naquele dia\n\nHa...\n\nNão sei o que me deu\nMas o que me aconteceu\nFoi algo divinal\nFoi magia, foi magia\n\nEu não sei como foi\nQue me deu p'ra tal\nEu nunca fiz nada igual\nFoi magia, foi magia\n\nFoi magia\nQuando eu te toquei e o beijo que te dei\n(Foi magia) na-na-naquele dia\n(Foi magia) naquele dia\n\nFoi magia\nQuando eu te toquei e o beijo que te dei\nNaquele dia\n(Foi magia) na-na-naquele dia\n(Foi magia) na-na-naquele dia\n\nFoi magia\nQuando eu te toquei e o beijo que te dei\n(Foi magia) na-na-naquele dia\n(Foi magia) na-na-naquele dia\n\nFoi, foi magia\nQuando eu te toquei e o beijo que te dei\nNaquele dia\n(Foi magia) na-na-naquele dia\n(Foi magia) Foi magia\n(Foi magia)",https://youtube.com/watch?v=4t2aNdDdJ0c,
2004,Lithuania,Lithuania,Linas ir Simona,What's Happened To Your Love,30,0,,12,,,16,26,,,,,Linas Adomaitis;Michalis Antoniou,Camden-MS,"What's happened to your love?\nWhat's happened to my love?\nWe've been together for so long\nBut now the feeling's gone\n\nWhat's happened to your love?\nWhat's happened to my love?\nWe've been together for so long\nBut now the feeling's gone\nBut now the feeling's gone\n\nCould you give me one more try?\nI will never make you cry\nYes, I've made mistakes before\nGive your hand, let's go for more\n\nOh baby, you came back again\nYour eyes are shining like a flame\nI thought that I forgot your touch\nBut now I love you so much\n\nWhat's happened to your love?\nWhat's happened to my love?\nWe've been together for so long\nBut now the feeling's gone\n\nWhat's happened to your love?\nWhat's happened to my love?\nWe've been together for so long\nBut now the feeling's gone\nBut now the feeling's gone\n\nI do remember your first words\nSilence breaking down my heart\nI wanna dream about sky blue\nIf I can, darling, stay with you\n\nLet's walk, we did it for the first time\nAlong the wavy sea shoreline\nPlease smile, you always did to me, and just to me\nOh baby, tell, what do you feel?\n\nWhat's happened to your love?\nWhat's happened to my love?\nWe've been together for so long\nBut now the feeling's gone\n\nWhat's happened to your love?\nWhat's happened to my love?\nWe've been together for so long\nBut now the feeling's gone\nBut now the feeling's gone",https://youtube.com/watch?v=7BlU6y_ZghY,
2004,Latvia,Latvia,Fomins & Kleins,Dziesma Par Laimi,31,0,,4,,,17,23,,,,,Tomass Kleins,Guntars Račs,"Nana, nana nanana\nNana nanana nana\n\nKad nav vairs nekā, es domāju tā\nMan paliek vēl dziesma ko nodziedāt tev\nPar laimi, ko liet, Par ceļu, ko iet\nKā vilcieni projām pa metāla sliedēm\n\nUz tālajām pieturām Ziemeļpolā\nKur brīvība dzīvo, bet vairāk nekā\nIk reizi, kad tālumā brīnumu jūt\nEs vēlos vēl tuvāk tev būt\n\nNekā, kad nav vairs nekā\nEs vēlos tev nodziedāt dziesmu par laimi\nKas nāk, kas negaidot nāk\nUn paņem aiz rokas mūs\nDziesma par laimi, kas būs\n\nKad nav vairs nekā, es domāju tā\nMan paliek vēl debesīs skrejošais vējš\nUn saule, kas riet, tālie ceļi ko iet\nPār septiņiem kalniem un deviņām jūrām\n\nUz siltajām zemēm kā gājputni jau\nTur viss ir kā sapnī, bet tevis tur nav\nIk reizi, kad tālumā brīnumu jūt\nEs vēlos vēl tuvāk tev būt\n\nNekā, kad nav vairs nekā\nEs vēlos tev nodziedāt dziesmu par laimi\nKas nāk, kas negaidot nāk\nUn paņem aiz rokas mūs\nDziesma par laimi, kas būs\n\nHey...\n\nNana, nana nanana\nNana nanana nana\nNana nanana nana\nNanana nana, nanana nana nana\n\nNekā, kad nav vairs nekā\nEs vēlos tev nodziedāt dziesmu par laimi\nKas nāk, kas negaidot nāk\nUn paņem aiz rokas mūs\nDziesma par laimi, kas būs\n\nNekā, kad nav vairs nekā\nEs vēlos tev nodziedāt dziesmu par laimi\nKas nāk, kas negaidot nāk\nUn paņem aiz rokas mūs\nDziesma kas būs\nDziesma par laimi, kas būs",https://youtube.com/watch?v=r-wTd_9IThc,
2004,Andorra,Andorra,Marta Roure,Jugarem A Estimar-nos,32,0,,6,,,18,12,,,,,Jofre Bardagí,,"No en tinc cap dubte, cap dels dos sabem\nPer què estem junts aquesta nit\nTu no saps ni com em dic\nI la veritat, tampoc jo sé el teu nom\n\nPotser és millor que no pensem en res\nAprofitem que estem solets\nAparquem tots els problemes\nI disfrutem d'aquest moment\n\nAquesta nit farem que sigui nostra\n(Aquesta nit... nostra... ah ah...)\nAquesta nit podrem ser el que vulguem\nMentre esperem que surti el sol\n\nVull que estiguem junts, que no deixem de jugar\nVull que em diguis ""jo t'estimo"", tot i no ser veritat\nVull que ens abracem, que disfrutem del moment\nI jugar... jugarem a estimar-nos\n\nI quan el sol demà et tregui del llit\nJo ja no seré al teu costat\nNomés quedarà un record\nI el somni d'una nit d'estiu\n\nD'aquella nit que vam tenir tots dos\nBen lluny de tota realitat\nUna nit que ara vivim\nI volem que duri eternament\n\nNo m'importa res, només nosaltres\n(Nosaltres... no importa res... ah ah...)\nAquesta nit val tot, seré qui vulguis\nMentre no aparegui el sol\n\nVull que estiguem junts, que no deixem de jugar\nVull que em diguis ""jo t'estimo"", tot i no ser veritat\nVull que ens abracem, que disfrutem del moment\nI jugar... jugarem a estimar-nos\n\nVull que estiguem junts, que no deixem de jugar\nVull que em diguis ""jo t'estimo"", tot i no ser veritat\nVull que ens abracem, que disfrutem del moment\nI jugar... jugarem a estimar-nos\n\nNo tenim cap pressa\nPerò no perdem temps\nQue quan surti el sol\nLa màgia es perdrà\n\nQue la nit és llarga\nPerò l'hem d'aprofitar\nSeré el que tu vulguis\nFins que surti el sol\nFins que surti el sol\n\nVull que estiguem junts, que no deixem de jugar\nVull que em diguis ""jo t'estimo"", tot i no ser veritat\nVull que ens abracem, que disfrutem del moment\nI jugar... jugarem a estimar-nos\n\nVull que estiguem junts, que no deixem de jugar\nVull que em diguis ""jo t'estimo"", tot i no ser veritat\nVull que ens abracem, que disfrutem del moment\nI jugar... jugarem a estimar-nos\n\nFins que surti el sol",https://youtube.com/watch?v=918qUY0ORE4,
