person_a,person_a_role,person_b,person_b_role,year,country,performance_id
Kristina Pelakova,artist,Martin Kavulič,composers,2010,SK,2010-sk
Kristina Pelakova,artist,Kamil Peteraj,lyricists,2010,SK,2010-sk
Martin Kavulič,composers,Kamil Peteraj,lyricists,2010,SK,2010-sk
Miro,artist,Miroslav Kostadinov,composers,2010,BG,2010-bg
Miro,artist,Mihail Mihailov,lyricists,2010,BG,2010-bg
Miro,artist,Vyara Panteleeva,backings,2010,BG,2010-bg
Miroslav Kostadinov,composers,Mihail Mihailov,lyricists,2010,BG,2010-bg
Miroslav Kostadinov,composers,Vyara Panteleeva,backings,2010,BG,2010-bg
Mihail Mihailov,lyricists,Vyara Panteleeva,backings,2010,BG,2010-bg
Aisha,artist,Raili Orrava,backings,2010,LV,2010-lv
Aisha,artist,Jānis Lūsēns,composers,2010,LV,2010-lv
Aisha,artist,Guntars Račs,lyricists,2010,LV,2010-lv
Raili Orrava,backings,Jānis Lūsēns,composers,2010,LV,2010-lv
Raili Orrava,backings,Guntars Račs,lyricists,2010,LV,2010-lv
Jānis Lūsēns,composers,Guntars Račs,lyricists,2010,LV,2010-lv
Ansambel Žlindra & Kalamari,artist,Marino Legovič,composers,2010,SI,2010-si
Ansambel Žlindra & Kalamari,artist,Leon Oblak,lyricists,2010,SI,2010-si
Marino Legovič,composers,Leon Oblak,lyricists,2010,SI,2010-si
Michael von der Heide,artist,Sybille Faessler,backings,2010,CH,2010-ch
Michael von der Heide,artist,Pele Loriano,composers,2010,CH,2010-ch
Michael von der Heide,artist,Michael von der Heide,lyricists,2010,CH,2010-ch
Sybille Faessler,backings,Pele Loriano,composers,2010,CH,2010-ch
Sybille Faessler,backings,Michael von der Heide,lyricists,2010,CH,2010-ch
Pele Loriano,composers,Michael von der Heide,lyricists,2010,CH,2010-ch
Ell/Nikki,artist,Stefan Örn,composers,2011,AZ,2011-az
Ell/Nikki,artist,Stefan Örn,lyricists,2011,AZ,2011-az
Ell/Nikki,artist,Vera Prada,backings,2011,AZ,2011-az
Ell/Nikki,artist,"Filip Adamo, Rennie Mirro",stageDirector,2011,AZ,2011-az
Stefan Örn,composers,Stefan Örn,lyricists,2011,AZ,2011-az
Stefan Örn,composers,Vera Prada,backings,2011,AZ,2011-az
Stefan Örn,composers,"Filip Adamo, Rennie Mirro",stageDirector,2011,AZ,2011-az
Stefan Örn,lyricists,Vera Prada,backings,2011,AZ,2011-az
Stefan Örn,lyricists,"Filip Adamo, Rennie Mirro",stageDirector,2011,AZ,2011-az
Vera Prada,backings,"Filip Adamo, Rennie Mirro",stageDirector,2011,AZ,2011-az
Raphael Gualazzi,artist,Raphael Gualazzi,writers,2011,IT,2011-it
Raphael Gualazzi,artist,Massimo Valentini,backings,2011,IT,2011-it
Raphael Gualazzi,writers,Massimo Valentini,backings,2011,IT,2011-it
Eric Saade,artist,Fredrik Kempe,writers,2011,SE,2011-se
Eric Saade,artist,Robin Haghi,backings,2011,SE,2011-se
Eric Saade,artist,Benke,stageDirector,2011,SE,2011-se
Fredrik Kempe,writers,Robin Haghi,backings,2011,SE,2011-se
Fredrik Kempe,writers,Benke,stageDirector,2011,SE,2011-se
Robin Haghi,backings,Benke,stageDirector,2011,SE,2011-se
Mika Newton,artist,Maryna Skomorohova,composers,2011,UA,2011-ua
Mika Newton,artist,Ruslan Kvinta,lyricists,2011,UA,2011-ua
Mika Newton,artist,Anatolii Zalevskyi,stageDirector,2011,UA,2011-ua
Maryna Skomorohova,composers,Ruslan Kvinta,lyricists,2011,UA,2011-ua
Maryna Skomorohova,composers,Anatolii Zalevskyi,stageDirector,2011,UA,2011-ua
Ruslan Kvinta,lyricists,Anatolii Zalevskyi,stageDirector,2011,UA,2011-ua
A Friend In London,artist,Lise Cabble,writers,2011,DK,2011-dk
A Friend In London,artist,Sebastian Vinther Olsen,backings,2011,DK,2011-dk
Lise Cabble,writers,Sebastian Vinther Olsen,backings,2011,DK,2011-dk
Dino Merlin,artist,Nermin Puškar,backings,2011,BA,2011-ba
Dino Merlin,artist,Dino Merlin,writers,2011,BA,2011-ba
Dino Merlin,artist,Gorčin Stojanović,stageDirector,2011,BA,2011-ba
Nermin Puškar,backings,Dino Merlin,writers,2011,BA,2011-ba
Nermin Puškar,backings,Gorčin Stojanović,stageDirector,2011,BA,2011-ba
Dino Merlin,writers,Gorčin Stojanović,stageDirector,2011,BA,2011-ba
Loucas Yiorkas feat. Stereo Mike,artist,Giannis Christodoulopoulos,writers,2011,GR,2011-gr
Loucas Yiorkas feat. Stereo Mike,artist,Konstantinos Rigos,stageDirector,2011,GR,2011-gr
Giannis Christodoulopoulos,writers,Konstantinos Rigos,stageDirector,2011,GR,2011-gr
Jedward,artist,Martin Larson,writers,2011,IE,2011-ie
Jedward,artist,Morgan Deane,backings,2011,IE,2011-ie
Jedward,artist,Brian Friedman,stageDirector,2011,IE,2011-ie
Martin Larson,writers,Morgan Deane,backings,2011,IE,2011-ie
Martin Larson,writers,Brian Friedman,stageDirector,2011,IE,2011-ie
Morgan Deane,backings,Brian Friedman,stageDirector,2011,IE,2011-ie
Eldrine,artist,DJ BE$$,composers,2011,GE,2011-ge
Eldrine,artist,Miken,lyricists,2011,GE,2011-ge
Eldrine,artist,Pascal Jourdan,stageDirector,2011,GE,2011-ge
DJ BE$$,composers,Miken,lyricists,2011,GE,2011-ge
DJ BE$$,composers,Pascal Jourdan,stageDirector,2011,GE,2011-ge
Miken,lyricists,Pascal Jourdan,stageDirector,2011,GE,2011-ge
Lena,artist,Nicole Morier,writers,2011,DE,2011-de
Blue,artist,Liam Keenan,writers,2011,GB,2011-gb
Zdob și Zdub,artist,Roman Iagupov,composers,2011,MD,2011-md
Zdob și Zdub,artist,Marc Elsner,lyricists,2011,MD,2011-md
Zdob și Zdub,artist,Tatjana Ilescu,backings,2011,MD,2011-md
Roman Iagupov,composers,Marc Elsner,lyricists,2011,MD,2011-md
Roman Iagupov,composers,Tatjana Ilescu,backings,2011,MD,2011-md
Marc Elsner,lyricists,Tatjana Ilescu,backings,2011,MD,2011-md
Maja Keuc,artist,Matjaž Vlašič,composers,2011,SI,2011-si
Maja Keuc,artist,Urša Vlašič,lyricists,2011,SI,2011-si
Maja Keuc,artist,Sandra Feketija,backings,2011,SI,2011-si
Matjaž Vlašič,composers,Urša Vlašič,lyricists,2011,SI,2011-si
Matjaž Vlašič,composers,Sandra Feketija,backings,2011,SI,2011-si
Urša Vlašič,lyricists,Sandra Feketija,backings,2011,SI,2011-si
Nina,artist,Kristina Kovač,writers,2011,RS,2011-rs
Nina,artist,Tijana Bogićević,backings,2011,RS,2011-rs
Nina,artist,Miloš Paunović,stageDirector,2011,RS,2011-rs
Kristina Kovač,writers,Tijana Bogićević,backings,2011,RS,2011-rs
Kristina Kovač,writers,Miloš Paunović,stageDirector,2011,RS,2011-rs
Tijana Bogićević,backings,Miloš Paunović,stageDirector,2011,RS,2011-rs
Amaury Vassili,artist,Quentin Bachelet,composers,2011,FR,2011-fr
Amaury Vassili,artist,Julie Miller,lyricists,2011,FR,2011-fr
Quentin Bachelet,composers,Julie Miller,lyricists,2011,FR,2011-fr
Alexej Vorobjov,artist,RedOne,writers,2011,RU,2011-ru
Alexej Vorobjov,artist,Robert Malmborg,backings,2011,RU,2011-ru
Alexej Vorobjov,artist,Sacha Jean-Baptiste,stageDirector,2011,RU,2011-ru
RedOne,writers,Robert Malmborg,backings,2011,RU,2011-ru
RedOne,writers,Sacha Jean-Baptiste,stageDirector,2011,RU,2011-ru
Robert Malmborg,backings,Sacha Jean-Baptiste,stageDirector,2011,RU,2011-ru
Hotel FM,artist,Gabriel Băruţă,composers,2011,RO,2011-ro
Hotel FM,artist,Gabriel Băruţă,lyricists,2011,RO,2011-ro
Gabriel Băruţă,composers,Gabriel Băruţă,lyricists,2011,RO,2011-ro
Nadine Beiler,artist,Thomas Rabitsch,composers,2011,AT,2011-at
Nadine Beiler,artist,Nadine Beiler,lyricists,2011,AT,2011-at
Thomas Rabitsch,composers,Nadine Beiler,lyricists,2011,AT,2011-at
Evelina Sašenko,artist,Paulius Zdanavičius,composers,2011,LT,2011-lt
Evelina Sašenko,artist,Andrius Kairys,lyricists,2011,LT,2011-lt
Evelina Sašenko,artist,Paulius Zdanavičius,backings,2011,LT,2011-lt
Paulius Zdanavičius,composers,Andrius Kairys,lyricists,2011,LT,2011-lt
Paulius Zdanavičius,composers,Paulius Zdanavičius,backings,2011,LT,2011-lt
Andrius Kairys,lyricists,Paulius Zdanavičius,backings,2011,LT,2011-lt
Sjonni's Friends,artist,Sigurjón Brink,composers,2011,IS,2011-is
Sjonni's Friends,artist,Þórunn Erna Clausen,lyricists,2011,IS,2011-is
Sigurjón Brink,composers,Þórunn Erna Clausen,lyricists,2011,IS,2011-is
Paradise Oskar,artist,Axel Ehnström,writers,2011,FI,2011-fi
Kati Wolf,artist,Zsolt Szentirmai,backings,2011,HU,2011-hu
Kati Wolf,artist,Viktor Rakonczai,composers,2011,HU,2011-hu
Kati Wolf,artist,Péter Geszti,lyricists,2011,HU,2011-hu
Zsolt Szentirmai,backings,Viktor Rakonczai,composers,2011,HU,2011-hu
Zsolt Szentirmai,backings,Péter Geszti,lyricists,2011,HU,2011-hu
Viktor Rakonczai,composers,Péter Geszti,lyricists,2011,HU,2011-hu
Lucía Pérez,artist,Sandra Borrego,backings,2011,ES,2011-es
Lucía Pérez,artist,Rafael Artesero Herrero,writers,2011,ES,2011-es
Lucía Pérez,artist,Lola González,stageDirector,2011,ES,2011-es
Sandra Borrego,backings,Rafael Artesero Herrero,writers,2011,ES,2011-es
Sandra Borrego,backings,Lola González,stageDirector,2011,ES,2011-es
Rafael Artesero Herrero,writers,Lola González,stageDirector,2011,ES,2011-es
Getter Jaani,artist,Marilin Kongo,backings,2011,EE,2011-ee
Getter Jaani,artist,Sven Lõhmus,writers,2011,EE,2011-ee
Marilin Kongo,backings,Sven Lõhmus,writers,2011,EE,2011-ee
Anna Rossinelli,artist,Manuel Meisel,backings,2011,CH,2011-ch
Anna Rossinelli,artist,David Klein,writers,2011,CH,2011-ch
Manuel Meisel,backings,David Klein,writers,2011,CH,2011-ch
Glen Vella,artist,Paul Giordimaina,writers,2011,MT,2011-mt
Glen Vella,artist,Simon Law,backings,2011,MT,2011-mt
Paul Giordimaina,writers,Simon Law,backings,2011,MT,2011-mt
Emmy,artist,Petros Zlatkos,backings,2011,AM,2011-am
Emmy,artist,Hayk Hovhannisyan,composers,2011,AM,2011-am
Emmy,artist,Sosi Khanikyan,lyricists,2011,AM,2011-am
Emmy,artist,Emy Armine Zaryan,stageDirector,2011,AM,2011-am
Petros Zlatkos,backings,Hayk Hovhannisyan,composers,2011,AM,2011-am
Petros Zlatkos,backings,Sosi Khanikyan,lyricists,2011,AM,2011-am
Petros Zlatkos,backings,Emy Armine Zaryan,stageDirector,2011,AM,2011-am
Hayk Hovhannisyan,composers,Sosi Khanikyan,lyricists,2011,AM,2011-am
Hayk Hovhannisyan,composers,Emy Armine Zaryan,stageDirector,2011,AM,2011-am
Sosi Khanikyan,lyricists,Emy Armine Zaryan,stageDirector,2011,AM,2011-am
Witloof Bay,artist,RoxorLoops,writers,2011,BE,2011-be
Yüksek Sadakat,artist,Kutlu Özmakinacı,composers,2011,TR,2011-tr
Yüksek Sadakat,artist,Ergün Arsal,lyricists,2011,TR,2011-tr
Kutlu Özmakinacı,composers,Ergün Arsal,lyricists,2011,TR,2011-tr
Aurela Gaçe,artist,Shpëtim Saraçi,composers,2011,AL,2011-al
Aurela Gaçe,artist,Sokol Marsi,lyricists,2011,AL,2011-al
Aurela Gaçe,artist,Emiljano Dhimo,backings,2011,AL,2011-al
Shpëtim Saraçi,composers,Sokol Marsi,lyricists,2011,AL,2011-al
Shpëtim Saraçi,composers,Emiljano Dhimo,backings,2011,AL,2011-al
Sokol Marsi,lyricists,Emiljano Dhimo,backings,2011,AL,2011-al
Poli Genova,artist,Marvin Dietmann,stageDirector,2011,BG,2011-bg
Poli Genova,artist,Sebastian Arman,writers,2011,BG,2011-bg
Marvin Dietmann,stageDirector,Sebastian Arman,writers,2011,BG,2011-bg
TWiiNS,artist,Bryan Todd,composers,2011,SK,2011-sk
TWiiNS,artist,Sandra Nordstrom,lyricists,2011,SK,2011-sk
Bryan Todd,composers,Sandra Nordstrom,lyricists,2011,SK,2011-sk
Anastasiya Vinnikova,artist,Uzari,backings,2011,BY,2011-by
Anastasiya Vinnikova,artist,Evgeny Oleynik,composers,2011,BY,2011-by
Anastasiya Vinnikova,artist,Svetlana Geraskova,lyricists,2011,BY,2011-by
Anastasiya Vinnikova,artist,Olga Shamrova,stageDirector,2011,BY,2011-by
Uzari,backings,Evgeny Oleynik,composers,2011,BY,2011-by
Uzari,backings,Svetlana Geraskova,lyricists,2011,BY,2011-by
Uzari,backings,Olga Shamrova,stageDirector,2011,BY,2011-by
Evgeny Oleynik,composers,Svetlana Geraskova,lyricists,2011,BY,2011-by
Evgeny Oleynik,composers,Olga Shamrova,stageDirector,2011,BY,2011-by
Svetlana Geraskova,lyricists,Olga Shamrova,stageDirector,2011,BY,2011-by
Daria,artist,Boris Đurđević,composers,2011,HR,2011-hr
Daria,artist,Andrea Čubrić,lyricists,2011,HR,2011-hr
Daria,artist,Segej Voronstov,backings,2011,HR,2011-hr
Boris Đurđević,composers,Andrea Čubrić,lyricists,2011,HR,2011-hr
Boris Đurđević,composers,Segej Voronstov,backings,2011,HR,2011-hr
Andrea Čubrić,lyricists,Segej Voronstov,backings,2011,HR,2011-hr
Dana International,artist,Dana International,writers,2011,IL,2011-il
Vlatko Ilievski,artist,Vladimir Dojcinovski,writers,2011,MK,2011-mk
Senit,artist,Monica Sarti,backings,2011,SM,2011-sm
Senit,artist,Radiosa Romani,writers,2011,SM,2011-sm
Senit,artist,Shaun Fernandes,stageDirector,2011,SM,2011-sm
Monica Sarti,backings,Radiosa Romani,writers,2011,SM,2011-sm
Monica Sarti,backings,Shaun Fernandes,stageDirector,2011,SM,2011-sm
Radiosa Romani,writers,Shaun Fernandes,stageDirector,2011,SM,2011-sm
Stella Mwangi,artist,Ulrik Engdahl,backings,2011,NO,2011-no
Stella Mwangi,artist,Victor Forberg-Skogeng,composers,2011,NO,2011-no
Stella Mwangi,artist,Stella Nyambura Mwangi,lyricists,2011,NO,2011-no
Stella Mwangi,artist,Mattias Carlsson,stageDirector,2011,NO,2011-no
Ulrik Engdahl,backings,Victor Forberg-Skogeng,composers,2011,NO,2011-no
Ulrik Engdahl,backings,Stella Nyambura Mwangi,lyricists,2011,NO,2011-no
Ulrik Engdahl,backings,Mattias Carlsson,stageDirector,2011,NO,2011-no
Victor Forberg-Skogeng,composers,Stella Nyambura Mwangi,lyricists,2011,NO,2011-no
Victor Forberg-Skogeng,composers,Mattias Carlsson,stageDirector,2011,NO,2011-no
Stella Nyambura Mwangi,lyricists,Mattias Carlsson,stageDirector,2011,NO,2011-no
Musiqq,artist,Ruta Duduma,backings,2011,LV,2011-lv
Musiqq,artist,Marats Ogļezņevs,writers,2011,LV,2011-lv
Ruta Duduma,backings,Marats Ogļezņevs,writers,2011,LV,2011-lv
Homens Da Luta,artist,Vasco Duarte,composers,2011,PT,2011-pt
Homens Da Luta,artist,Jel,lyricists,2011,PT,2011-pt
Vasco Duarte,composers,Jel,lyricists,2011,PT,2011-pt
Magdalena Tul,artist,Soyanna,backings,2011,PL,2011-pl
Magdalena Tul,artist,Magdalena Tul,writers,2011,PL,2011-pl
Soyanna,backings,Magdalena Tul,writers,2011,PL,2011-pl
Christos Mylordos,artist,Pavlos Polichrinis,backings,2011,CY,2011-cy
Christos Mylordos,artist,Andreas Anastasiou,composers,2011,CY,2011-cy
Christos Mylordos,artist,Michalis Antoniou,lyricists,2011,CY,2011-cy
Christos Mylordos,artist,Fotis Nikolaou,stageDirector,2011,CY,2011-cy
Pavlos Polichrinis,backings,Andreas Anastasiou,composers,2011,CY,2011-cy
Pavlos Polichrinis,backings,Michalis Antoniou,lyricists,2011,CY,2011-cy
Pavlos Polichrinis,backings,Fotis Nikolaou,stageDirector,2011,CY,2011-cy
Andreas Anastasiou,composers,Michalis Antoniou,lyricists,2011,CY,2011-cy
Andreas Anastasiou,composers,Fotis Nikolaou,stageDirector,2011,CY,2011-cy
Michalis Antoniou,lyricists,Fotis Nikolaou,stageDirector,2011,CY,2011-cy
3JS,artist,Michèle van der Aa,backings,2011,NL,2011-nl
3JS,artist,Jan Dulles,writers,2011,NL,2011-nl
Michèle van der Aa,backings,Jan Dulles,writers,2011,NL,2011-nl
Loreen,artist,Monica Starck,backings,2012,SE,2012-se
Loreen,artist,Thomas G:son,writers,2012,SE,2012-se
Loreen,artist,Ausben Jordan,dancers,2012,SE,2012-se
Loreen,artist,Ambra Succi,stageDirector,2012,SE,2012-se
Monica Starck,backings,Thomas G:son,writers,2012,SE,2012-se
Monica Starck,backings,Ausben Jordan,dancers,2012,SE,2012-se
Monica Starck,backings,Ambra Succi,stageDirector,2012,SE,2012-se
Thomas G:son,writers,Ausben Jordan,dancers,2012,SE,2012-se
Thomas G:son,writers,Ambra Succi,stageDirector,2012,SE,2012-se
Ausben Jordan,dancers,Ambra Succi,stageDirector,2012,SE,2012-se
Buranovskiye Babushki,artist,Viktor Drobysh,composers,2012,RU,2012-ru
Buranovskiye Babushki,artist,Olga Tuktaryova,lyricists,2012,RU,2012-ru
Buranovskiye Babushki,artist,Sergey Shirokov,stageDirector,2012,RU,2012-ru
Viktor Drobysh,composers,Olga Tuktaryova,lyricists,2012,RU,2012-ru
Viktor Drobysh,composers,Sergey Shirokov,stageDirector,2012,RU,2012-ru
Olga Tuktaryova,lyricists,Sergey Shirokov,stageDirector,2012,RU,2012-ru
Željko Joksimović,artist,Željko Joksimović,composers,2012,RS,2012-rs
Željko Joksimović,artist,Miloš Roganović,lyricists,2012,RS,2012-rs
Željko Joksimović,artist,Olga Vulović,backings,2012,RS,2012-rs
Željko Joksimović,artist,Marko Novaković,stageDirector,2012,RS,2012-rs
Željko Joksimović,composers,Miloš Roganović,lyricists,2012,RS,2012-rs
Željko Joksimović,composers,Olga Vulović,backings,2012,RS,2012-rs
Željko Joksimović,composers,Marko Novaković,stageDirector,2012,RS,2012-rs
Miloš Roganović,lyricists,Olga Vulović,backings,2012,RS,2012-rs
Miloš Roganović,lyricists,Marko Novaković,stageDirector,2012,RS,2012-rs
Olga Vulović,backings,Marko Novaković,stageDirector,2012,RS,2012-rs
Sabina Babayeva,artist,Stefan Örn,writers,2012,AZ,2012-az
Sabina Babayeva,artist,Marie Nordmark Sjöström,backings,2012,AZ,2012-az
Sabina Babayeva,artist,Lars Bethke,stageDirector,2012,AZ,2012-az
Stefan Örn,writers,Marie Nordmark Sjöström,backings,2012,AZ,2012-az
Stefan Örn,writers,Lars Bethke,stageDirector,2012,AZ,2012-az
Marie Nordmark Sjöström,backings,Lars Bethke,stageDirector,2012,AZ,2012-az
Rona Nishliu,artist,Florent Boshnjaku,composers,2012,AL,2012-al
Rona Nishliu,artist,Rona Nishliu,lyricists,2012,AL,2012-al
Florent Boshnjaku,composers,Rona Nishliu,lyricists,2012,AL,2012-al
Ott Lepland,artist,Marvi Vallaste,backings,2012,EE,2012-ee
Ott Lepland,artist,Ott Lepland,writers,2012,EE,2012-ee
Marvi Vallaste,backings,Ott Lepland,writers,2012,EE,2012-ee
Can Bonomo,artist,Can Bonomo,writers,2012,TR,2012-tr
Can Bonomo,artist,Serdar Karaman,backings,2012,TR,2012-tr
Can Bonomo,writers,Serdar Karaman,backings,2012,TR,2012-tr
Roman Lob,artist,Wayne Hector,writers,2012,DE,2012-de
Roman Lob,artist,Tobias Schmitz,backings,2012,DE,2012-de
Wayne Hector,writers,Tobias Schmitz,backings,2012,DE,2012-de
Nina Zilli,artist,Nina Zilli,writers,2012,IT,2012-it
Nina Zilli,artist,Vhelade Bale Mur,backings,2012,IT,2012-it
Nina Zilli,writers,Vhelade Bale Mur,backings,2012,IT,2012-it
Pastora Soler,artist,Tony Sánchez-Ohlsson,composers,2012,ES,2012-es
Pastora Soler,artist,Tony Sánchez-Ohlsson,lyricists,2012,ES,2012-es
Pastora Soler,artist,Sheila Blanco,backings,2012,ES,2012-es
Tony Sánchez-Ohlsson,composers,Tony Sánchez-Ohlsson,lyricists,2012,ES,2012-es
Tony Sánchez-Ohlsson,composers,Sheila Blanco,backings,2012,ES,2012-es
Tony Sánchez-Ohlsson,lyricists,Sheila Blanco,backings,2012,ES,2012-es
Pasha Parfeny,artist,Pavel Parfeni,composers,2012,MD,2012-md
Pasha Parfeny,artist,Pavel Parfeni,lyricists,2012,MD,2012-md
Pasha Parfeny,artist,Tatiana Heghea,backings,2012,MD,2012-md
Pavel Parfeni,composers,Pavel Parfeni,lyricists,2012,MD,2012-md
Pavel Parfeni,composers,Tatiana Heghea,backings,2012,MD,2012-md
Pavel Parfeni,lyricists,Tatiana Heghea,backings,2012,MD,2012-md
Mandinga,artist,Costi Ioniţă,composers,2012,RO,2012-ro
Mandinga,artist,Secada Dihigo Omar,lyricists,2012,RO,2012-ro
Costi Ioniţă,composers,Secada Dihigo Omar,lyricists,2012,RO,2012-ro
Kaliopi,artist,Romeo Grill,composers,2012,MK,2012-mk
Kaliopi,artist,Kaliopi,lyricists,2012,MK,2012-mk
Kaliopi,artist,Sanja Jovanovska,backings,2012,MK,2012-mk
Romeo Grill,composers,Kaliopi,lyricists,2012,MK,2012-mk
Romeo Grill,composers,Sanja Jovanovska,backings,2012,MK,2012-mk
Kaliopi,lyricists,Sanja Jovanovska,backings,2012,MK,2012-mk
Donny Montell,artist,Brandon Stone,writers,2012,LT,2012-lt
Gaitana,artist,Igor Nikolayev,composers,2012,UA,2012-ua
Gaitana,artist,Gaitana,lyricists,2012,UA,2012-ua
Gaitana,artist,Andrej Gutsal,backings,2012,UA,2012-ua
Gaitana,artist,Olha Semeshkina,stageDirector,2012,UA,2012-ua
Igor Nikolayev,composers,Gaitana,lyricists,2012,UA,2012-ua
Igor Nikolayev,composers,Andrej Gutsal,backings,2012,UA,2012-ua
Igor Nikolayev,composers,Olha Semeshkina,stageDirector,2012,UA,2012-ua
Gaitana,lyricists,Andrej Gutsal,backings,2012,UA,2012-ua
Gaitana,lyricists,Olha Semeshkina,stageDirector,2012,UA,2012-ua
Andrej Gutsal,backings,Olha Semeshkina,stageDirector,2012,UA,2012-ua
Ivi Adamou,artist,Viktor Svensson,writers,2012,CY,2012-cy
Ivi Adamou,artist,Wiveca Hartmann Knudsen,backings,2012,CY,2012-cy
Ivi Adamou,artist,Apollon Papatheoharis,stageDirector,2012,CY,2012-cy
Ivi Adamou,artist,Tatiana Dimitriadou,dancers,2012,CY,2012-cy
Viktor Svensson,writers,Wiveca Hartmann Knudsen,backings,2012,CY,2012-cy
Viktor Svensson,writers,Apollon Papatheoharis,stageDirector,2012,CY,2012-cy
Viktor Svensson,writers,Tatiana Dimitriadou,dancers,2012,CY,2012-cy
Wiveca Hartmann Knudsen,backings,Apollon Papatheoharis,stageDirector,2012,CY,2012-cy
Wiveca Hartmann Knudsen,backings,Tatiana Dimitriadou,dancers,2012,CY,2012-cy
Apollon Papatheoharis,stageDirector,Tatiana Dimitriadou,dancers,2012,CY,2012-cy
Eleftheria Eleftheriou,artist,Mikaela Stenström,writers,2012,GR,2012-gr
Eleftheria Eleftheriou,artist,Victoria Halkiti,backings,2012,GR,2012-gr
Eleftheria Eleftheriou,artist,"Konstantinos Rigos, Nick Marianos",stageDirector,2012,GR,2012-gr
Mikaela Stenström,writers,Victoria Halkiti,backings,2012,GR,2012-gr
Mikaela Stenström,writers,"Konstantinos Rigos, Nick Marianos",stageDirector,2012,GR,2012-gr
Victoria Halkiti,backings,"Konstantinos Rigos, Nick Marianos",stageDirector,2012,GR,2012-gr
Maya Sar,artist,Maja Sarihodžić,writers,2012,BA,2012-ba
Maya Sar,artist,Ahmed Imamović,stageDirector,2012,BA,2012-ba
Maja Sarihodžić,writers,Ahmed Imamović,stageDirector,2012,BA,2012-ba
Jedward,artist,Shane Creevey,backings,2012,IE,2012-ie
Jedward,artist,Sharon Vaughn,writers,2012,IE,2012-ie
Shane Creevey,backings,Sharon Vaughn,writers,2012,IE,2012-ie
Greta Salóme & Jónsi,artist,Greta Salóme Stefánsdóttir,writers,2012,IS,2012-is
Greta Salóme & Jónsi,artist,Pétur Örn Guðmundsson,backings,2012,IS,2012-is
Greta Salóme Stefánsdóttir,writers,Pétur Örn Guðmundsson,backings,2012,IS,2012-is
Kurt Calleja,artist,Warren Bonello,backings,2012,MT,2012-mt
Kurt Calleja,artist,Mikael Gunnerås,writers,2012,MT,2012-mt
